ticker,currentPrice,low52Week,high52Week,sharesShort,sharesShortPriorMonth,shortChange,shortInterest,averageVolume,marketcap,enterpriseValue,trailingPE,forwardPE,trailingEPS,forwardEPS
VRM,1.02,0.734,2.82,18350622.0,17210566.0,6.624163319207514,13.139121033337153,4546281,142457280.0,1012376128.0,,,,
HZO,30.49,25.6,42.88,2871966.0,2639333.0,8.814082952018559,13.107715478879989,271290,668051136.0,1497065216.0,5.1590524,6.671772,,
BE,12.455,10.45,26.548,31277502.0,30499609.0,2.5505015490526453,13.971964889614807,3358956,2983395840.0,3545652480.0,,,,
HBI,4.21,3.54,8.8,45704894.0,44112251.0,3.6104323943931127,13.062758249085945,7280014,1473024256.0,5373097984.0,,,,
PMVP,1.76,1.66,13.02,6315307.0,5512084.0,14.572038452244197,13.033451932324278,570790,85280096.0,-77199840.0,,,,
CABA,15.03,0.85,19.34,5188192.0,3255641.0,59.360076863511665,13.034020851651803,676342,598269120.0,437681088.0,,,,
BCYC,20.055,18.84,33.49,4781683.0,4374036.0,9.319699243444727,13.023856864261823,317596,736315328.0,544167488.0,,,,
AMLX,17.82,16.76,41.93,8757715.0,8578113.0,2.0937238761018886,12.997943711224558,1243776,1200670464.0,814993536.0,,,,
APLD,5.41,1.45,11.62,13813280.0,12958032.0,6.600138045653845,12.994619002822203,4432212,575083008.0,643345280.0,,,,
IDYA,24.715,13.29,30.25,7469454.0,6811648.0,9.657075644542996,12.976994120835592,522901,1422575616.0,947261248.0,,,,
ACLX,34.145,17.56,48.915,6264260.0,6603748.0,-5.140838202790294,12.95365909137906,423035,1651218048.0,1189284096.0,,,,
VNO,22.13,12.31,26.76,24659296.0,21732858.0,13.46550002765398,12.941523217734485,2921179,4593479680.0,13575945216.0,,,,
KALV,9.3,4.12,11.45,4432185.0,3879254.0,14.253539469186602,12.882947955876583,265098,319952544.0,197113392.0,,,,
NRIX,6.38,5.92,15.09,6206739.0,5577768.0,11.276392277341044,12.877025151400101,339110,309454240.0,58121004.0,,,,
APRN,12.93,4.7,33.36,826685.0,1140555.0,-27.51905870387662,12.858647196617836,457829,83127232.0,80877128.0,,,,
BGS,8.505,7.2,16.68,9275957.0,9496009.0,-2.3173103563823494,12.831306818496202,1218620,614840064.0,2848467456.0,,,,
EXTR,23.09,13.47,32.73,16620770.0,10793298.0,53.9915788482816,12.83159885740755,2141384,2990847744.0,3010222848.0,41.98182,11.720812,,
MLTX,60.74,7.05,63.4,6845404.0,6664352.0,2.716723246311119,12.798305376279757,493679,3248788224.0,2431860992.0,,,,
CAKE,30.095,28.58,41.28,6562900.0,7166998.0,-8.428884729701334,12.799290109311464,919754,1543136128.0,3234994688.0,22.62782,9.346273,,
TNDM,17.4,16.03,58.819,8298935.0,7375552.0,12.519510404102634,12.752348346668674,1433082,1132352000.0,1054501952.0,,,,
JBLU,4.64,4.33,9.45,42466074.0,28487208.0,49.07067761782763,12.743008563805363,17203523,1546279936.0,4273961472.0,46.399998,66.28571,,
BROS,25.6,22.665,41.44,8849447.0,7991070.0,10.741702925891026,15.467816192407188,1201714,4489702912.0,2335766272.0,2560.0,91.42857,,
BTU,25.56,17.71,32.89,16843632.0,17228991.0,-2.2366893104767422,12.6834578313253,2975245,3394368000.0,2765228032.0,2.7692308,7.302857,,
INOD,7.06,2.8,15.36,3585993.0,2633762.0,36.154785436193556,12.671935459932786,630301,199788816.0,183583120.0,,,,
EXPI,14.47,9.96,25.39,19363500.0,17782150.0,8.892906650770577,12.607430267989686,988709,2222418432.0,2071267200.0,289.4,41.342857,,
NTST,15.035,14.49,20.64,8439845.0,2209967.0,281.89914148039315,12.598099801471797,752168,1014960128.0,1464698880.0,167.05554,93.96875,,
ORIC,5.615,2.36,9.788,6865014.0,6095788.0,12.618975594295604,12.588825766605662,355729,306200544.0,50501996.0,,,,
RAPT,12.36,11.95,31.45,4311886.0,4049429.0,6.481333541099252,12.549801794040432,306764,424667328.0,223543776.0,,,,
EGHT,2.535,2.33,6.49,15052494.0,17223347.0,-12.604129731578887,12.549392226501926,2288926,304063136.0,691235776.0,,,,
RILY,40.95,24.95,60.72,3831568.0,3303323.0,15.991321466293185,12.533014084875605,287575,1251915264.0,2510790912.0,,,,
CRBU,4.265,3.96,10.67,11051630.0,6793082.0,62.68948321247999,12.51815714596397,1674778,376534656.0,137915216.0,,,,
BOWL,11.101,9.09,17.45,20118990.0,17722393.0,13.52298755591302,19.930053096643814,1888875,1795786496.0,3918428672.0,38.279312,18.501665,,
SANA,2.985,2.93,8.005,24452345.0,23424453.0,4.388115274239275,12.416013344030222,1034007,587871872.0,446959168.0,,,,
INDI,5.835,4.82,11.12,19046601.0,15123761.0,25.93825702482339,12.417431186679357,2368670,895007296.0,700404224.0,,,,
BRCC,2.895,2.61,8.27,7604990.0,7956508.0,-4.4179934212345415,12.409826702783851,611378,620870400.0,308347840.0,,,,
SSTK,38.765,36.2,81.23,4459589.0,4188500.0,6.472221559030679,12.360725303295297,547809,1398590720.0,1319057280.0,12.836093,8.390693,,
EAT,32.2,26.71,42.12,5450198.0,4748745.0,14.771334320962696,12.335844171129288,1063350,1422653952.0,3500867072.0,14.000001,8.56383,,
SBH,7.845,7.21,18.42,13289236.0,9748726.0,36.317668585618264,12.33110884290619,2052895,845455616.0,2398558976.0,5.5246477,3.7716346,,
HA,4.84,4.78,16.15,6362451.0,5265038.0,20.843401320180405,12.322617818691013,1972601,249900336.0,1018914624.0,,,,
MRTX,55.99,27.3,101.3,8594819.0,9463151.0,-9.175928821171722,12.254381101227683,2168437,3926954240.0,2546635264.0,,,,
REAL,1.675,1.0,2.94,12529116.0,11331573.0,10.568197372068292,12.266370347163752,3088285,171087840.0,557612736.0,,,,
LESL,5.48,4.78,17.125,22569222.0,18622154.0,21.195550203268645,12.26554875206864,4586696,1008347328.0,1989165184.0,16.117647,10.96,,
BBW,27.62,14.18,30.49,1782158.0,1237549.0,44.00706557881748,12.264017726884857,224817,401362816.0,431112512.0,8.147492,7.0101523,,
INBX,18.19,15.01,34.72,5350802.0,5087066.0,5.184442269866363,12.253314769099712,459846,794324608.0,789046336.0,,,,
BTAI,2.98,2.23,34.125,3577038.0,4396136.0,-18.632226118573218,12.222002788104088,1449070,87216256.0,61856328.0,,,,
SG,11.33,6.1,20.0,13663037.0,11946787.0,14.365787219609757,13.838200947594654,1766440,1268563456.0,1246423936.0,,,,
CLDX,26.85,24.89,48.4,5764923.0,6297688.0,-8.459691874224319,12.198107099329677,440509,1268952448.0,985955392.0,,,,
CHS,7.475,4.33,7.52,15022165.0,13467969.0,11.539943402008127,12.16773584752833,3056082,922856000.0,1319250432.0,6.985981,10.239726,,
BTBT,2.07,0.53,4.795,10734918.0,11037980.0,-2.745629182151082,12.156664190395086,3122485,182790928.0,161176912.0,,,,
SPWH,5.005,2.98,10.62,4532074.0,3585766.0,26.390679146380442,12.122544836902009,677987,187114432.0,746462464.0,41.708336,55.61111,,
CLB,24.25,16.66,27.95,5656213.0,5576541.0,1.4286992599893016,12.121045165050875,321164,1131611648.0,1347039104.0,47.54902,21.27193,,
IDCC,80.57,43.92,98.69,3198853.0,3117155.0,2.6209155463876517,12.113609597418876,268173,2127620096.0,1907961344.0,12.85008,18.43707,,
BLMN,23.695,19.97,28.67,10532537.0,11190185.0,-5.877007395320096,12.092840402301352,1558698,2063770368.0,3996242944.0,9.32874,8.2849655,,
GEO,8.875,6.94,12.44,15245775.0,16974112.0,-10.182193919776186,12.089938383702211,2224028,1119164160.0,2974591232.0,9.97191,7.521187,,
SEDG,124.76,116.56,345.8,6833728.0,4205098.0,62.51055266726245,12.082733062459997,1829703,7056151040.0,6457473024.0,25.102617,11.881905,,
WISH,4.315,4.08,32.1,2864970.0,3037326.0,-5.674596668253589,12.046800100916661,783473,102619328.0,-413688672.0,,,,
IRBT,38.56,31.37,56.74,3332975.0,3058793.0,8.963731772630577,12.034051602746947,295518,1067965504.0,1012304064.0,,,,
SHLS,15.63,14.81,32.43,20415112.0,17771160.0,14.877768249230778,12.013129339766976,2808687,2656162304.0,2939295744.0,17.175823,17.965517,,
ASTI,1.229,1.16,1494.0,65978.0,8055.0,719.0937306021106,7.032230077497567,204744,1153076.0,9558453.0,,,,
AMN,74.8,72.1,129.04,4561792.0,5032115.0,-9.346427893639156,12.008476338642891,618173,2841509888.0,3872862720.0,10.260632,10.856314,,
CRNC,17.71,12.82,36.79,4836383.0,4411480.0,9.63175623600243,11.991071871311972,416925,714300928.0,896941760.0,,,,
CWH,17.81,16.89,32.883,5339670.0,6324652.0,-15.573694805658873,11.985710533935798,1060903,793440832.0,4475643392.0,19.358694,8.169724,,
TRP,35.275,32.52,49.51,119434149.0,29985661.0,298.3042061337251,11.9434149,3402859,35275001856.0,97968996352.0,53.446968,11.91723,,
PI,53.52,48.86,144.9,3192441.0,2804260.0,13.842546696811281,11.885660992717687,647610,1437525760.0,1601748352.0,,,,
ATKR,137.8197,85.5,164.755,4489356.0,4418718.0,1.5986084651702144,11.878551508448476,369351,5208730112.0,5727537664.0,7.8754115,8.367924,,
AUPH,7.92,4.07,12.43,17025260.0,13955744.0,21.994642492725575,11.870745073977492,2133443,1135902208.0,829347904.0,,,,
EB,8.745,5.3,11.91,11874434.0,10800623.0,9.942120931357385,14.385058209262603,1014571,876109056.0,529970624.0,,,,
SOFI,8.315,4.24,11.7,112060948.0,104102598.0,7.64471795410908,11.79447412490668,32189089,7900197376.0,11626753024.0,,,,
PLAY,35.285,31.65,47.29,5054387.0,5275740.0,-4.195676815006046,11.769360092955457,1123467,1515324928.0,4290649856.0,12.125429,8.282864,,
BGFV,7.63,6.77,13.9,2638818.0,2727107.0,-3.2374600629898276,11.753153393907,204284,171308768.0,442057664.0,20.621622,14.960785,,
SNBR,19.43,17.31,41.61,2610188.0,2774629.0,-5.926594150064748,11.7501935716215,580809,431618016.0,1323002624.0,35.327274,9.715,,
VCEL,33.525,17.3,39.9,5592518.0,5301739.0,5.484596657813596,11.73858050215985,355017,1597204864.0,1489139584.0,,,,
AAL,11.965,11.68,19.08,76447264.0,64752208.0,18.061246652778234,11.70059872966224,27540765,7817476096.0,38179405824.0,3.083763,5.0485234,,
HRMY,23.44,18.611,62.085,7014595.0,7744264.0,-9.422057409199892,11.69097218171303,676221,1406402432.0,1089345024.0,10.606335,7.3250003,,
DVAX,14.305,9.42,15.12,15048285.0,14027114.0,7.279979331457633,11.683723223367004,1610098,1842441088.0,1410378368.0,19.59589,143.05,,
JWN,14.285,13.7,27.15,18853071.0,17569224.0,7.307363148195958,11.660875938593996,4721623,2309570304.0,5862198272.0,75.18421,7.106965,,
PARA,12.26,11.39,25.93,75587084.0,79655642.0,-5.107683395483775,12.383225885359284,11340096,8108739584.0,23677118464.0,,,,
OMI,15.12,11.79,22.86,8877027.0,8706977.0,1.953031459713285,11.59930137321094,777981,1157144192.0,3483476224.0,,,,
GPRE,28.74,25.78,37.49,6890260.0,7355261.0,-6.322019028284652,11.577661501443371,856909,1710415104.0,2206163200.0,,,,
ARVL,1.105,1.0,47.0,2114252.0,1622634.0,30.297528586236943,11.56188205442296,262128,20206472.0,-116772752.0,,,,
PLRX,15.53,14.47,36.64,6907237.0,6046727.0,14.231004641023151,11.543980773505409,650226,929223552.0,371848992.0,,,,
XELA,3.3321,2.62,97.0,732871.0,753346.0,-2.7178746552049127,11.513443879755238,245120,21209982.0,1127204224.0,,,,
PSHG,2.0111,0.68,5.1,1349984.0,722669.0,86.80530090539375,11.504205476066707,566920,23599656.0,72705936.0,0.06739611,1.2891667,,
SPR,16.98,14.65,38.55,12083888.0,8603249.0,40.457262134340176,11.476876026935386,3855162,1787807232.0,5216231424.0,,,,
ATRA,1.55,1.25,5.64,11540330.0,11527227.0,0.11367000927456361,11.414541749915927,1168864,156708096.0,66763316.0,,,,
SIG,72.04,54.46,83.42,5119065.0,4438301.0,15.338391875629886,11.404540816553862,684179,3233601792.0,4385316352.0,8.085298,6.953668,,
KLIC,46.14,37.38,60.2,6417668.0,7054744.0,-9.030462338534182,11.364074704329303,501584,2605678080.0,1888745984.0,26.670519,21.764153,,
WSO,380.565,228.61,406.08,4458778.0,4414483.0,1.00340175735188,13.184707461750914,302562,15006134272.0,14905614336.0,25.627272,25.713852,,
SONO,11.275,10.82,21.98,14522113.0,12526082.0,15.934998669176842,11.322578708540599,1878517,1446108928.0,1197060992.0,,,,
POOL,348.28,278.1,423.97,4415310.0,4225895.0,4.482245772788959,11.306232715353886,377721,13601030144.0,14859318272.0,22.98878,23.296322,,
IRWD,9.83,8.07,12.66,17642498.0,15503406.0,13.797561645486159,11.307192191563988,2521789,1533764992.0,2098228864.0,,,,
GPS,12.005,7.22,15.49,41690771.0,38849117.0,7.314590959686419,11.271401316021128,7551017,4440421376.0,8510940672.0,41.396553,13.959302,,
SCVL,24.56,19.24,29.47,3074751.0,2633989.0,16.73363100605204,11.238248226405991,301621,671954240.0,965485056.0,7.487805,7.1395345,,
CVM,1.165,1.08,3.68,5301165.0,5458034.0,-2.874093492272126,11.216999117648927,336854,55058016.0,62738556.0,,,,
TVTX,7.3,6.655,23.53,8418473.0,8552883.0,-1.5715168791622662,11.22300018919918,1510164,547579584.0,447412128.0,,,,
GSHD,70.79,30.205,79.4,2729959.0,2051207.0,33.090370693937764,11.197488935648337,343767,2702429440.0,1745833856.0,272.26926,44.52201,,
FYBR,17.16,11.65,30.83,27510138.0,28799814.0,-4.478070587539211,11.193948992502444,3026632,4217224448.0,12689056768.0,15.321428,-55.35484,,
JBGS,14.635,13.3,21.1,11528407.0,12516963.0,-7.897730463851335,11.145126112974797,1355590,1513829760.0,4319183872.0,,,,
DNA,1.685,1.12,3.01,233544389.0,207172800.0,12.729271892835353,14.587498735282505,20644217,3536562176.0,2789246976.0,,,,
VERA,10.32,5.2,21.02,4890888.0,3793494.0,28.928317798841913,11.035795516083613,483193,457365888.0,320620096.0,,,,
SLNO,23.75,0.85,30.3,1570248.0,79556.0,1873.7643923776961,8.046941620203345,1062337,655568896.0,223427312.0,,,,
EWCZ,15.46,12.02,20.7,5506153.0,5120783.0,7.525606923784897,10.939449267875947,346290,969295616.0,1112600064.0,103.066666,29.169813,,
CHH,125.2,109.49,136.02,5502733.0,4724192.0,16.479876347108668,10.92297568760719,419551,6307275264.0,7561891328.0,22.477556,18.250729,,
SNDX,12.4,11.73,29.86,7584704.0,6957939.0,9.007911681893159,10.915741063969516,1321256,861602752.0,429188800.0,,,,
MCS,15.645,13.62,18.05,3457795.0,3507441.0,-1.4154479006204237,14.049281038847061,222564,495796320.0,841861888.0,,,,
CBRL,70.22,62.69,121.17,2415542.0,1679210.0,43.849905610376304,10.901591771709157,552437,1555913728.0,2637547008.0,15.779777,11.942177,,
CIVI,76.01,53.56,86.58,10211413.0,4993718.0,104.48517517408872,10.889571984933735,1441017,7127640576.0,7499595264.0,6.230328,4.626293,,
RYAM,2.885,2.75,9.84,7103324.0,6999585.0,1.482073580076533,10.870759709473337,973520,188515712.0,878121984.0,22.192308,-12.020834,,
M,10.969,10.54,25.12,29691164.0,22183127.0,33.845710751239,10.894641229641726,10860717,2989381376.0,8426313728.0,4.0625925,4.0032845,,
BIOL,1.76,1.56,219.0,113023.0,161594.0,-30.057427874797334,10.828550898203593,311648,1837000.0,11646370.0,,,,
AGL,18.525,15.0,29.44,43883312.0,40193352.0,9.18052318701859,10.822505988330175,2301042,7511553536.0,6829720576.0,,,,
ASO,45.31,40.67,69.02,8061541.0,8320321.0,-3.1102165409243225,10.815808186243205,1574075,3377171968.0,4672954880.0,6.74256,5.7573066,,
PENN,20.78,20.0,39.35,16316035.0,14745179.0,10.653353207851868,10.84287689642281,5265846,3138548736.0,13352883200.0,4.810185,28.081081,,
QS,6.305,5.11,13.86,52347117.0,54455944.0,-3.872537771083355,12.46193769402175,8389500,3058946304.0,1913473280.0,,,,
OPEN,2.445,0.917,5.41,71126264.0,66234410.0,7.385668567139045,10.789866903846457,17166940,1611731712.0,3449660416.0,,,,
VREX,18.735,17.11,23.895,4352669.0,3838834.0,13.385184147061322,10.773933168316832,314445,756894016.0,1083952000.0,26.020834,12.744898,,
FIGS,6.46,5.31,10.2,18131828.0,18780066.0,-3.451734408175136,11.281765576973331,2542412,1088290304.0,886809920.0,80.75,49.69231,,
UEC,5.025,2.3,5.77,41411039.0,28605519.0,44.765906886709516,10.732474705065206,7422778,1938886272.0,3930031872.0,,,,
NOG,40.75,25.56,43.64,9969496.0,8378429.0,18.99003977953385,10.717260714577503,1489865,4055554048.0,5416623104.0,2.704048,4.933414,,
VECO,26.78,17.06,31.09,6037111.0,5606775.0,7.675285703456979,10.71445102093335,518029,1508932480.0,1577271680.0,34.779224,16.32927,,
RCKT,17.575,14.86,24.65,9608181.0,7240313.0,32.703945257615246,10.67824825792685,1186473,1581380992.0,1131569024.0,,,,
CNXA,1.6624,1.6,22.64,64500.0,15552.0,314.73765432098764,8.33360250654091,544318,1286656.0,4614593.0,,,,
KMX,68.17,52.1,87.5,16942530.0,18287735.0,-7.355776972927484,10.677975395164745,1761779,10816397312.0,30001297408.0,23.919298,18.625683,,
DISH,4.995,4.85,17.49,56899735.0,56943680.0,-0.07717274331409561,19.259449332343202,9202443,2666695424.0,25966645248.0,1.836397,11.892858,,
VERI,2.39,2.18,10.99,3937068.0,3985431.0,-1.213494851623325,10.641242006367877,399068,88425704.0,165699872.0,,,,
VRCA,3.66,2.02,8.695,4476510.0,4854445.0,-7.7853390037378105,10.641988750635926,373540,153956432.0,99390840.0,,,,
PTCT,20.01,19.7,59.84,8011097.0,7398556.0,8.279196643236869,10.632552923219855,1052995,1507653504.0,2661101568.0,,,,
TRIP,16.295,14.39,27.3,14655563.0,10224584.0,43.33652107508726,11.70684330766527,2533579,2248514560.0,1952929920.0,,,,
OZK,37.015,30.72,49.52,12001859.0,11425498.0,5.044515346289501,10.60778402361634,1180629,4187951104.0,4549196800.0,6.983962,6.3929186,,
CALM,47.67,42.25,65.32,5170616.0,5102495.0,1.335052753603874,11.70283324204551,844384,2335000576.0,1815603328.0,3.6754045,31.993288,,
FTCH,1.805,1.61,10.88,41734909.0,38171361.0,9.33565874164141,11.836064127870042,15745457,713816064.0,1499986944.0,,,,
ALDX,1.801,1.42,11.97,6168364.0,6085387.0,1.3635451615484766,10.526972922974002,556929,105531216.0,182652048.0,,,,
SRRK,8.4,5.56,13.0,5922347.0,5350679.0,10.684027204771581,10.531912207197275,404881,472352128.0,257536784.0,,,,
RGEN,154.12,134.64,212.37,5846571.0,5439974.0,7.47424528131936,10.485937911948964,520653,8593160192.0,8335412736.0,64.756294,66.71861,,
AGIO,23.25,21.07,31.87,5842284.0,5900248.0,-0.9823993838903042,10.481444869239477,393668,1295938688.0,665072768.0,,,,
OPI,4.705,3.75,18.1,5079393.0,4452835.0,14.070990728378662,10.454286872745012,1277210,228600416.0,2729039872.0,23.525,-6.445205,,
BHVN,27.35,9.45,28.49,7120867.0,5245445.0,35.753344091874,8.891802486564524,1134623,2190283776.0,1548125440.0,,,,
CHK,88.8,69.68,107.31,13771359.0,14478182.0,-4.881987255029672,10.404786333826952,1845915,11753212928.0,12987132928.0,2.0908878,14.924371,,
AKRO,14.53,14.03,58.38,5776668.0,6331914.0,-8.769007285948609,10.389279560880684,1466593,807899968.0,199942816.0,,,,
STOK,3.96,3.37,16.48,4595109.0,4632499.0,-0.8071237576090141,10.37432241139139,417439,175400672.0,-46301720.0,,,,
TSCO,206.06,187.29,251.17,11268725.0,9506920.0,18.5318168239556,10.356522498345711,1194601,22420975616.0,26066030592.0,20.564869,18.563963,,
SDGR,24.44,15.85,59.24,7427939.0,7064765.0,5.140638082087657,11.843732560327316,917295,1756754688.0,1258161024.0,29.445784,-13.730337,,
MNRO,26.89,25.43,55.7,3240464.0,3039130.0,6.624724839016428,10.314036539563308,425887,844830016.0,1406214016.0,24.225224,15.454022,,
NCLH,15.0699,11.76,22.75,43666919.0,31604478.0,38.166873061469325,10.264328998834104,12949359,6411097088.0,19180173312.0,,,,
MORF,21.22,19.8,63.083,4911547.0,2840844.0,72.89041566520372,10.248937346757787,1014829,1016915392.0,308318112.0,,,,
PRO,33.9,20.32,38.96,4708951.0,3710406.0,26.912014480356056,10.191938999235974,390525,1566271616.0,1698927232.0,,,,
ARDX,3.5112,1.16,5.125,22168525.0,25766120.0,-13.962501921127435,10.175442450514591,5197989,764960576.0,632813504.0,,,,
CENX,6.645,5.72,12.97,9399794.0,6632390.0,41.72559213194641,10.174600402212933,1036198,613897664.0,1157925504.0,,,,
DDD,4.145,3.81,12.67,13529705.0,15228506.0,-11.155401586997439,10.129375079546902,2548545,553643520.0,552511104.0,,,,
JMIA,2.62,2.225,5.77,10189057.0,8821774.0,15.498957465924654,10.126676671702315,1462540,263613904.0,92551696.0,,,,
DCGO,6.185,4.88,11.27,10498761.0,12483826.0,-15.901094744511818,10.11577765787293,1018959,641916416.0,523675328.0,103.083336,17.180555,,
DOCN,23.88,21.76,51.69,8971940.0,10306949.0,-12.952513881654019,10.098100346885348,1759779,2121685376.0,3146761472.0,,,,
AAP,53.52,49.28,194.35,6009403.0,4175177.0,43.93169439283652,10.10488092375522,2490548,3182850560.0,7317096448.0,9.243524,9.748634,,
GCI,2.585,1.25,3.6,15027738.0,14906043.0,0.816413853093004,10.080791831158791,880550,385353696.0,1619739008.0,,,,
DK,26.33,19.39,35.45,6514315.0,6783515.0,-3.968444088352425,10.050179040049121,1353037,1706655360.0,4275035904.0,,,,
ALVR,1.7499,1.655,10.29,11418416.0,8311723.0,37.37724416465756,10.02776548283978,806878,199257616.0,-25209796.0,,,,
LCII,115.73,89.28,137.07,2536705.0,2348302.0,8.022945941365293,10.016841465148236,202515,2930792960.0,4015758336.0,34.858437,12.9742155,,
CHRW,85.845,83.71,108.05,11627744.0,12083529.0,-3.771952713482957,9.986811072652472,913503,9995019264.0,11667620864.0,19.247759,20.390736,,
RVMD,34.07,17.47,35.5,10905528.0,12995594.0,-16.082881628958244,9.96402708110627,1529823,3728927488.0,2419038720.0,,,,
FSLY,15.49,7.15,24.31,12774215.0,14006130.0,-8.795541666398925,9.887163312693499,2882606,2001308032.0,2075544064.0,,,,
WTI,4.11,3.62,9.16,14445726.0,14445567.0,0.001100683690712867,9.861843371459418,2132309,602036928.0,845268608.0,4.7241383,10.275001,,
NBR,119.35,83.05,190.9,939838.0,1115096.0,-15.716853078120629,9.846473307267111,201973,1139186176.0,3911910400.0,,,,
PII,98.065,91.86,138.49,5547011.0,5666271.0,-2.104735195333933,9.785072810181958,627609,5559157760.0,7344055296.0,9.105385,9.1821165,,
MODG,13.195,12.62,25.96,18161987.0,17112479.0,6.132998030267853,9.792095473268779,2586623,2447355648.0,6334165504.0,23.5625,15.523529,,
REKR,3.0999,0.562,4.15,6733789.0,5249875.0,28.26570156432296,9.735424395685028,1008593,214413584.0,228565936.0,,,,
BCAB,1.7,1.5,11.73,4640736.0,4877098.0,-4.846365605120094,9.707982503299982,221821,81265616.0,-86586544.0,,,,
AZTA,50.165,36.01,63.6,5739259.0,6217613.0,-7.693531263525085,9.695513134555284,851331,2969517312.0,1958252160.0,,,,
XMTR,18.18,12.45,63.9,4647748.0,4467731.0,4.02927123410071,10.261673617811416,427810,872067328.0,837901696.0,,,,
LRN,45.84,30.66,47.35,4147625.0,4420135.0,-6.165196311877352,9.647254889190748,424521,1970790016.0,1932589952.0,15.538982,12.32258,,
SOVO,22.315,12.74,22.73,9776006.0,4176375.0,134.0787405345545,9.647786911940313,1821526,2261156608.0,2593423360.0,,,,
MAXN,8.7482,7.28,38.91,5070228.0,5196640.0,-2.432571815634718,9.606325111168793,1336381,461730880.0,494020928.0,,,,
XAIR,2.265,2.06,8.03,3052742.0,2791763.0,9.34817891060237,9.626669357610695,422484,71826096.0,34581352.0,,,,
GVA,36.865,26.43,44.15,4229055.0,4094350.0,3.2900216151525887,9.628952053952396,292975,1619118208.0,1727998848.0,38.005154,8.840528,,
OTTR,75.095,52.6,92.74,4012181.0,3467839.0,15.696864819848901,9.619115090924348,206221,3132250112.0,3830576640.0,11.642636,18.496305,,
DYN,7.92,7.39,15.6,5869513.0,5628697.0,4.278361404069184,9.61891987119083,431879,483282368.0,319230176.0,,,,
FREY,3.863,3.76,15.8,13392161.0,14320140.0,-6.480236925057996,9.58602896595134,1999079,539680384.0,236126464.0,,,,
INMD,21.365,20.43,48.25,7972235.0,7555750.0,5.512159613539358,9.578375280542486,1651528,1778243072.0,1104862720.0,10.845178,7.2670064,,
LCID,5.355,4.87,17.81,217871178.0,201888220.0,7.916736300909484,9.544659378791383,32797893,12223591424.0,8895894528.0,,,,
CCO,1.125,0.95,2.14,46077491.0,47247406.0,-2.4761465211444627,9.541552435143398,3560865,543278208.0,7449022464.0,,,,
XNCR,18.99,18.26,38.2,5768831.0,5602001.0,2.9780430242693634,9.51744999439066,325718,1151044608.0,650030528.0,,,,
COIN,74.32,31.55,114.43,22509644.0,23072262.0,-2.43850386234345,11.85029955251382,8308531,17626920960.0,15748839424.0,,,,
CROX,86.21,66.6,151.32,5843504.0,6355289.0,-8.052898931897511,9.47939063303501,1648179,5314355200.0,7222823424.0,8.249761,6.6315384,,
NUVL,59.295,18.19,65.5,5400915.0,4471755.0,20.778419211249275,10.469019858692176,536725,3381285376.0,2875628800.0,,,,
ASRT,2.36,2.1,8.01,8810409.0,9301536.0,-5.280063421783241,9.462538378961344,2211542,219735584.0,101804984.0,1.3258426,5.1304345,,
PBF,47.97,31.26,56.38,11683002.0,12562245.0,-6.999091324838832,9.452649379020187,2354475,5928852480.0,6621138944.0,2.0045967,6.517663,,
WULF,1.12,0.54,4.04,21861098.0,19805422.0,10.379359753101953,9.438264931655887,5868728,259416640.0,346836576.0,,,,
CLF,15.36,11.83,22.83,48020064.0,39729884.0,20.866358431854472,9.440095287510713,10186782,7813355008.0,11905620992.0,34.133335,8.393442,,
BBIO,26.1282,6.64,36.36,15322877.0,15333467.0,-0.06906461532802725,9.431087818208676,2971037,4245101056.0,5599500288.0,,,,
KURA,8.55,7.93,17.27,6998424.0,6144807.0,13.891681219605434,9.427213604107958,546985,634721216.0,162619824.0,,,,
LAD,271.49,180.0,329.0,2593870.0,2653755.0,-2.2566137416604017,9.41120766286305,214168,7482671616.0,17124237312.0,6.7720127,7.0903625,,
SKLZ,4.71,3.96,24.8,1980924.0,1758614.0,12.641204948897256,11.165041539380685,398778,99721536.0,-125641384.0,,,,
FDMT,10.095,6.58,26.49,3926609.0,3565695.0,10.121841604511882,9.337286281597033,294000,424525056.0,145161168.0,,,,
ZION,35.85,18.26,56.1,13838905.0,14153130.0,-2.2201802710778464,9.341459885461399,3149212,5310997504.0,8920377344.0,6.322751,8.203661,,
DRRX,2.64,2.18,9.5,2575162.0,2168583.0,18.74860219784071,9.330263296147477,279656,72864264.0,57931200.0,,,,
MGY,23.635,18.72,27.57,17494847.0,17125162.0,2.1587241043325602,9.310523990974115,1940603,4956968448.0,4308006400.0,6.6019554,8.986691,,
NTLA,29.71,28.291,57.78,8212735.0,7841991.0,4.72767693816532,9.28087037099818,789709,2629067520.0,1853943040.0,,,,
WHR,127.08,121.88,160.74,5082170.0,5685155.0,-10.606307127949897,9.271021456534191,643379,6966245888.0,13928482816.0,,,,
AEO,17.78,9.85,17.86,18307466.0,16344213.0,12.011915165324877,9.270354053999311,4781973,3511265536.0,4429962240.0,17.096155,12.884059,,
AX,37.09,33.15,51.46,5440495.0,4724391.0,15.157593857070678,9.210843087925074,522789,2190765312.0,586889728.0,7.432866,6.4392357,,
TWOU,2.22,2.0,13.15,7487625.0,8463622.0,-11.531670483393516,9.19629697862933,1431056,180752400.0,1081175168.0,,,,
PRCT,30.12,25.29,47.75,4634078.0,4230882.0,9.529833259353488,9.201098394897983,453909,1516975744.0,1152719744.0,,,,
