ticker,currentPrice,low52Week,high52Week,sharesShort,sharesShortPriorMonth,shortChange,shortInterest,averageVolume,marketcap,enterpriseValue,trailingPE,forwardPE,trailingEPS,forwardEPS
ENVX,10.18,6.5,23.9,39518793.0,37950711.0,4.131890967734439,24.67965491492853,5762142,1630092928.0,1396314240.0,,,,
EVGO,2.87,2.82,8.16,25318685.0,19103419.0,32.53483577991981,24.48923462330854,3238879,858666688.0,876823744.0,,,,
MVIS,2.07,1.82,8.2,45112159.0,42429632.0,6.322296172637085,24.023557552129528,2071179,388710816.0,310502368.0,,,,
PLCE,23.7,14.27,48.88,2985672.0,2642218.0,12.998700334340315,23.92576268741636,496821,295749952.0,803213888.0,,,,
TWST,16.98,11.46,40.5,13694079.0,14177620.0,-3.410593597514957,23.858901562998184,1004139,974585728.0,710473280.0,,,,
EBIX,6.49,5.42,32.87,7371242.0,5614720.0,31.28423144876325,23.85407133657375,1047953,200550080.0,797408320.0,5.9541283,4.7028985,,
LMND,12.52,10.285,25.11,16583833.0,15449103.0,7.344957179714576,23.79770034754406,1479978,872477568.0,644277056.0,,,,
BMEA,10.64,6.04,43.69,8395801.0,8103476.0,3.6074025516951,23.562795383872743,473373,379120224.0,168940976.0,,,,
SWTX,22.69,21.04,34.16,14226861.0,14529228.0,-2.081094742267105,22.737584265891854,528214,1419708800.0,947330304.0,,,,
ICPT,18.2,8.82,21.86,9432069.0,10398072.0,-9.290212647113812,22.56033266201367,1877670,760909248.0,679997632.0,,,,
BLUE,2.66,2.52,8.58,24111133.0,26043668.0,-7.4203641361117025,22.54367151926547,4107451,284494976.0,346049280.0,,,,
BCRX,5.94,5.81,14.32,42392034.0,41304729.0,2.6323983386986995,22.37117481292284,2523193,1125594368.0,1542552832.0,,,,
RUN,11.52,9.6,33.33,48507855.0,38807400.0,24.99640532475765,22.335013888379336,10174159,2501948416.0,13446642688.0,27.428574,-12.521739,,
ASTS,3.06,3.0425,10.21,19641753.0,18503417.0,6.152031270764746,21.95335328779127,1798307,666085504.0,290852352.0,,,,
AVXL,6.05,5.8,15.24,17965522.0,16878865.0,6.437974354318256,21.922245245164724,841868,495804192.0,340987072.0,,,,
ABR,14.23,10.1,17.74,40694672.0,41823546.0,-2.6991350757298296,21.819965469539202,3137384,2653923328.0,15269686272.0,8.273255,7.6918917,,
DM,1.2,1.13,2.695,69853049.0,68077565.0,2.6080310011088086,21.6216440834918,2284171,387684032.0,401962240.0,,,,
VRDN,12.34,11.82,39.0,9436491.0,9458462.0,-0.23228935105940057,21.608536255844946,644018,538890304.0,346442752.0,,,,
TGTX,6.69,4.86,35.67,32509704.0,27966839.0,16.243755685081176,21.53274251877757,4939375,1010042816.0,908427520.0,,,,
KSS,17.8,17.68,35.77,23826469.0,21083296.0,13.01112027265566,21.52559784621778,4536931,1970264064.0,9758260224.0,,,,
PLUG,7.34,6.17,19.75,127829032.0,120694753.0,5.911010066858498,21.235047277151615,20708446,4418474496.0,4304176640.0,,,,
ARQT,3.88,3.155,20.11,12982795.0,12475027.0,4.070275759723806,21.05750640672138,1139632,239217520.0,174763440.0,,,,
MPW,4.96,4.92,14.0,125121305.0,128607356.0,-2.7106155576357547,20.909308990641712,12979664,2968064000.0,12882473984.0,45.090908,5.835294,,
RNA,6.18,5.67,25.74,15485836.0,16378807.0,-5.451990489905645,20.899635878763014,793417,457914496.0,-109075440.0,,,,
AAOI,7.55,1.6,16.26,6961588.0,5922902.0,17.536775047096846,20.87902226887606,3614067,251735888.0,353079808.0,,,,
SPCE,1.64,1.525,6.61,76150600.0,63290412.0,20.319330517235375,20.74173991162405,14086237,602104640.0,139049024.0,,,,
OMER,2.27,1.74,7.8,12966318.0,12105005.0,7.115346090315534,20.62867388530573,453185,142682672.0,268469728.0,,,,
SFM,43.21,26.35,44.24,20913107.0,18509678.0,12.984715347290212,20.50184008783797,1506435,4407678976.0,5760951296.0,18.079496,15.487455,,
CHPT,3.44,3.39,14.62,73627028.0,70314950.0,4.71034680391581,18.341416072071567,12376535,1380902016.0,1324430720.0,,,,
TPIC,2.415,2.15,14.8,8675856.0,7823276.0,10.89799209436047,20.38073805054864,1604904,102803888.0,611556864.0,,,,
ALLO,3.19,2.88,11.1,34128981.0,32105389.0,6.302966769846645,20.36019531576247,1753078,534726944.0,140968112.0,,,,
BOH,48.48,30.83,82.87,8074461.0,8608639.0,-6.205138814625634,20.324511612804162,547853,1925998848.0,3015819520.0,9.619047,13.733711,,
HELE,112.06,81.14,143.68,4788257.0,5018667.0,-4.591059737575734,20.16728089054741,322884,2660606976.0,3518755328.0,19.320688,11.150249,,
W,47.31,28.7,90.71,23372201.0,22462421.0,4.050231272933582,25.893934649464818,3652878,5485736448.0,8298717696.0,,,,
VTNR,4.69,3.85,11.2,18512129.0,15403270.0,20.18311046940033,19.8434668799067,2254725,437533856.0,858159808.0,,,,
EYPT,8.1,2.19,15.63,6936477.0,5664331.0,22.458892321087877,19.827569746169676,548240,283370400.0,147260752.0,,,,
CPE,38.39,28.91,50.19,13499964.0,12839680.0,5.142526916558668,19.807040761531397,1719640,2616562432.0,4881030144.0,2.226798,4.458769,,
NKLA,1.29,0.521,3.97,195074037.0,150274965.0,29.811400721337716,19.8004902397205,83153603,1270905344.0,1130777984.0,,,,
UWMC,5.09,2.85,6.98,18334730.0,18221855.0,0.619448459007055,19.690437070348015,1047656,15765003264.0,11548811264.0,72.71429,12.725,,
BXMT,21.16,16.61,25.82,33783064.0,20625910.0,63.78944735044417,19.605752356191093,2819507,3646121984.0,23237146624.0,13.308176,8.497992,,
EDIT,7.05,6.33,14.23,15970753.0,14503180.0,10.118973907791256,19.56418514172034,1449978,575509824.0,166042192.0,,,,
MSTR,318.22,132.56,475.09,2738100.0,2797395.0,-2.1196506035079064,22.58673881840529,547442,4482637824.0,6658542080.0,34.476707,-164.88083,,
WGO,56.79,51.74,70.53,5855930.0,6046336.0,-3.1491137773355633,19.383693140818124,392500,1715660032.0,2123160064.0,7.462549,7.909471,,
INFN,3.43,3.42,7.8,43893498.0,43352861.0,1.247061872110355,19.342818741076307,2224482,778349312.0,1357368576.0,,,,
CNX,23.17,14.36,23.51,30975624.0,30435565.0,1.7744339558013789,19.184111438843658,2860718,3741143808.0,6042321408.0,2.340404,12.005181,,
SPRC,2.99,2.82,41.34,99779.0,7399.0,1248.547100959589,19.148131800648642,386540,1566096.0,-2758091.0,,,,
LWLG,4.56,3.88,9.64,22276786.0,21397092.0,4.11127829893894,19.127943878690047,591265,531066720.0,501403136.0,,,,
VERV,11.7,11.25,40.88,12184563.0,11920728.0,2.213245701101476,19.121648491163864,665310,745539200.0,360927776.0,,,,
PCT,4.86,4.44,11.89,31348428.0,28045666.0,11.776372149621977,19.115827601346407,2200550,797001152.0,1088122752.0,,,,
SCPH,6.21,4.865,12.75,6826833.0,6706916.0,1.7879603680737912,19.0390523468221,245110,222671968.0,156387248.0,,,,
COLL,21.9,16.655,30.22,6465841.0,7404250.0,-12.673923760002701,18.615254173852207,302385,760676800.0,1197558784.0,,,,
CNK,17.0,8.28,19.85,22591450.0,23330158.0,-3.1663223198059782,18.57330187283161,2909600,2067778048.0,4893421056.0,,,,
VUZI,3.16,3.15,6.06,11751469.0,12274170.0,-4.258544569612447,18.559092660677962,470846,200088672.0,152134848.0,,,,
GME,14.92,14.44,34.99,55894055.0,51250434.0,9.060647174226856,18.31145110418197,2949929,4554195456.0,3990522112.0,,,,
PAR,37.34,20.37,46.63,4999293.0,4922663.0,1.5566777575470838,18.215612258654552,290539,1024800064.0,1333748352.0,,,,
BEAM,22.26,20.81,54.3,14352921.0,13133335.0,9.286186638808802,18.122488494372387,861968,1762980992.0,818274752.0,,,,
RIG,7.71,2.96,8.88,140845795.0,137792505.0,2.2158607247905104,18.09136462506781,14528495,6002427904.0,12537911296.0,,,,
RVNC,8.64,8.14,37.98,15908106.0,14312120.0,11.151289955645984,18.0865597791608,1853912,759934656.0,872599296.0,,,,
SPWR,5.62,4.96,24.97,31527825.0,26695924.0,18.0997705867008,17.996155646376547,5480431,984579008.0,1274759424.0,13.069767,31.22222,,
ANAB,18.84,16.51,32.435,4742337.0,4637947.0,2.250780356049778,17.864870260984873,270534,500119104.0,89284688.0,,,,
FUBO,2.34,0.96,4.73,51515231.0,48137291.0,7.017303902706116,17.606988420419434,15706271,684646528.0,826380608.0,,,,
TUP,2.19,0.61,8.0,7827674.0,8010132.0,-2.2778401154937273,17.59897927065066,23823326,97406824.0,776429824.0,,,,
PR,14.83,8.43,15.3,61066509.0,41115007.0,48.526081972939956,17.461742957142366,9320100,8791090176.0,9503856640.0,10.088435,6.995283,,
ARCT,22.92,13.83,37.75,4605988.0,3934818.0,17.057205695409547,17.316720867718104,406914,609637632.0,318370528.0,7.958333,-5.73,,
CCRN,23.0,20.5,40.12,6184036.0,5906254.0,4.70318411636208,17.272589141570723,514857,823459776.0,860228224.0,6.725146,10.798121,,
YELLQ,1.57,0.43,5.0,8996755.0,5476243.0,64.28699383865909,17.258670334497754,11554987,81842376.0,1578641664.0,,,,
RIOT,9.15,3.25,20.65,31918241.0,30655150.0,4.120322360190702,17.224612802607577,18089443,1695549824.0,1429125376.0,,,,
AEHR,38.74,15.23,54.1,4950655.0,5511098.0,-10.169352822250666,17.212186006084313,1034282,1115684992.0,1069595648.0,62.48387,26.000002,,
GRPN,12.71,2.89,16.25,5365455.0,5445559.0,-1.470996825119331,17.170225226090132,1543284,397169696.0,573108928.0,,,,
IONQ,14.29,3.04,21.6,34686357.0,27662585.0,25.390873629489075,17.12103241951549,12336817,2895082752.0,2525663744.0,,,,
RYTM,24.98,15.5,34.99,10089383.0,10651147.0,-5.274211312640789,17.123722643222646,687178,1471834112.0,1169412224.0,,,,
PDSB,4.51,3.88,13.65,5271039.0,4289187.0,22.89133115436562,17.07595195055105,523620,139215584.0,102109368.0,,,,
FCEL,1.29,1.13,4.36,76800912.0,80122261.0,-4.145351065417388,17.043161008664782,11605618,581307520.0,397234976.0,,,,
RKT,7.75,5.97,11.945,21668538.0,21705649.0,-0.17097392480639487,15.656458092485547,2032868,15401574400.0,18978105344.0,4.300777,15.816326,,
PEB,13.09,12.37,17.38,20232039.0,21185274.0,-4.49951697580121,16.789795190121325,1843839,1577371136.0,4199843328.0,,,,
VTLE,55.47,39.74,73.27,3575703.0,3981551.0,-10.193213649655625,16.437444261586695,709981,1206661120.0,2675821056.0,1.063051,3.111049,,
TBPH,9.06,8.25,12.03,8832393.0,8998583.0,-1.8468463312501535,16.723867752508372,421531,478486720.0,362716736.0,,,,
OM,3.39,3.18,30.55,8270469.0,7652576.0,8.074313799693071,16.610636229619484,798293,168788784.0,49408820.0,,,,
ODP,43.45,37.35,53.59,6295961.0,5758641.0,9.330673678043135,16.54680757121006,311131,1653246464.0,2207248128.0,9.304069,7.857143,,
CHRS,3.81,3.14,10.991,17603557.0,15652991.0,12.461298930025578,16.546251527399193,2764337,405345888.0,694471936.0,,,,
RRGB,7.05,5.35,16.5,2630381.0,2698264.0,-2.515802753177599,16.513158390357212,331073,112299456.0,699813440.0,,,,
MCRB,1.5,1.32,9.49,21172091.0,20233519.0,4.6386987849221875,16.514247494247495,2229284,192307504.0,175704928.0,,,,
SAGE,19.58,16.515,59.99,9856872.0,9269518.0,6.336402820513428,16.45997004203133,1760303,1172526720.0,178639600.0,,,,
CRSP,44.31,38.94,72.0,13042772.0,14084106.0,-7.39368192769921,16.424306837557328,977489,3518719232.0,1995793408.0,,,,
FOUR,50.67,36.33,76.4,9369500.0,8566577.0,9.372740127124288,16.592847870707015,1168390,4157894144.0,4194631936.0,30.709091,15.354546,,
LAZR,4.12,3.91,10.55,62545873.0,62848513.0,-0.48153883927214,21.32553378520217,5428790,1608365568.0,1879153920.0,,,,
ZNTL,18.94,15.55,31.46,11276824.0,12002641.0,-6.047144124363963,15.970712114817573,607768,1337342080.0,830859200.0,,,,
TLRY,2.01,1.5,5.12,115364824.0,89129715.0,29.43475024014157,15.797125323849437,31745021,1467882880.0,1587922048.0,,,,
TMDX,42.75,39.53,99.63,5192303.0,4147739.0,25.183937562127223,15.9124711925076,785685,1394949632.0,1327746944.0,,,,
AMTX,4.48,1.16,8.99,6177130.0,4693651.0,31.606078082925208,15.900889885372878,578362,174037696.0,577336896.0,,,,
RLAY,7.74,7.26,23.18,19400007.0,19885998.0,-2.4438853911179113,15.884198503283278,1013612,945317120.0,129449960.0,,,,
VTYX,18.45,18.3,47.251,9338529.0,9179372.0,1.733854995744807,15.858011085375049,652112,1086491008.0,755600640.0,,,,
GTLS,157.39,101.44,242.59,6771110.0,6714074.0,0.8494991267596992,15.842893275712406,425540,6726706688.0,10949473280.0,196.7375,13.7458515,,
AXSM,66.47,38.87,91.29,7465795.0,8237449.0,-9.367633110687544,15.820378885804494,712051,3136785920.0,2884380672.0,,,,
SKIN,5.08,4.98,13.9,20979029.0,17568753.0,19.411030481218557,15.787237933266107,2005275,675060864.0,877117696.0,,,,
HASI,16.37,13.22,39.67,16871956.0,11498530.0,46.73141697243039,15.749048819191636,2293953,1775997824.0,4937689088.0,29.763638,7.0865808,,
HPP,5.7,4.05,12.23,22171174.0,16392995.0,35.247854342662826,15.731154124508647,3638271,817699200.0,6594255872.0,,,,
WW,10.995,3.28,13.31,12360049.0,9554207.0,29.367607379660083,15.652349079027536,4566800,868232192.0,2259444736.0,,,,
DEI,11.87,10.09,18.24,26091226.0,25177045.0,3.6310099139910976,15.648038239633436,2234990,2364955136.0,8424570880.0,35.969696,-33.914288,,
LKNCY,34.75,11.8,38.88,39461976.0,37734933.0,4.5767750535028116,14.302428991887123,1900857,9587907584.0,10241122304.0,39.044945,18.098959,,
MIRM,28.12,17.49,33.393,5952187.0,5082508.0,17.111217532761387,15.54176980521176,580620,1076939776.0,1054814080.0,,,,
LTHM,17.86,16.42,35.81,27742420.0,28073259.0,-1.1784844787703486,15.436896622456816,3237979,3209710080.0,3291616768.0,10.147728,7.380165,,
RDFN,5.89,3.08,17.68,17594318.0,15766484.0,11.593161798153602,15.436997587190174,3330117,671312704.0,1624307840.0,,,,
LYFT,10.07,7.85,18.36,59485245.0,52173056.0,14.015259140656816,15.75204727841334,13515195,3889416704.0,3280718336.0,,,,
TDOC,18.51,18.04,34.73,25293340.0,29258483.0,-13.552114099695462,15.333757699209466,5573495,3053261568.0,3680277504.0,,,,
SRG,7.72,7.105,12.79,8605397.0,8771071.0,-1.8888685315624512,15.316863792106084,338159,433728896.0,859920064.0,,,,
GEVO,1.02,0.97,2.49,36159509.0,36253058.0,-0.2580444386236328,15.23127668205451,3548982,242151056.0,-41364748.0,,,,
TARS,12.98,11.33,25.25,4962883.0,4507688.0,10.09819224400624,15.215866202688824,524365,423362144.0,270172384.0,,,,
LUMN,1.32,1.27,7.6,153363934.0,153871752.0,-0.330026787502881,15.21482669129929,17975873,1330546816.0,21295542272.0,,,,
EBS,2.52,2.48,21.88,7855089.0,8393472.0,-6.414306260865588,15.162215530719786,2423657,130553640.0,961853696.0,,,,
FATE,1.7,1.66,23.96,14899295.0,27635002.0,-46.08542094550961,15.116611405566424,2265103,167556080.0,-104027864.0,,,,
SMR,5.78,4.47,12.36,11211231.0,9857689.0,13.730824739956798,15.052026497250386,1421823,430512896.0,393991968.0,,,,
FND,82.75,63.51,116.03,15955595.0,13828761.0,15.3797870973401,14.989802053681315,1327267,8808158208.0,10432087040.0,32.45098,27.768456,,
GES,21.19,15.33,24.84,8026200.0,7790278.0,3.02841567399777,14.97780257635671,995006,1135514880.0,2145459456.0,9.720183,6.726984,,
REPL,15.23,14.42,29.523,8814577.0,8166137.0,7.940596637063522,14.940897988517923,561526,898513600.0,420253056.0,,,,
ZIM,9.76,9.05,29.38,17961601.0,17766635.0,1.097371561919294,14.940858274135321,2518098,1173327744.0,4155530240.0,0.84502167,-1.5921696,,
ZYXI,7.97,6.88,17.25,5242055.0,5899814.0,-11.148809098049533,14.934629629629628,403817,279747008.0,298927424.0,17.326086,14.490909,,
HE,12.3,9.06,43.71,16329202.0,14092492.0,15.87164285777136,14.897275845710322,7982057,1348227584.0,4674797568.0,5.7746477,5.668203,,
VSCO,15.45,13.62,48.16,11469407.0,11841591.0,-3.143023602149407,14.842612805548457,2265603,1193875584.0,3935875840.0,6.4374995,6.1067195,,
IOVA,3.63,3.555,10.14,36767836.0,30071242.0,22.269096833446387,14.839084009866422,5894004,899430528.0,729248256.0,,,,
AFRM,18.0,8.62,25.63,44211653.0,39647146.0,11.51282616912703,18.44588540878125,14449281,5387345920.0,9849096192.0,,,,
NNOX,6.44,5.31,22.69,8180474.0,6819119.0,19.963795909706224,14.723728307157332,1110423,357805120.0,287999904.0,,,,
YOU,16.69,15.28,35.0,13223052.0,13449679.0,-1.6849993222886586,14.860383297709612,1289170,2539016448.0,1060167168.0,,,,
DNMR,1.66,1.57,4.59,14973943.0,15444517.0,-3.046867700686269,14.675300632136032,791001,169378096.0,481786528.0,,,,
PACW,7.95,2.48,30.07,17600951.0,12728916.0,38.27533310770532,14.666114772812492,5640146,954087424.0,2071984256.0,,,,
ANF,60.39,15.95,63.04,7358510.0,6389013.0,15.174440872166015,14.612656407934532,1909654,3041065216.0,3615333632.0,28.352112,13.850917,,
HROW,14.98,10.06,28.25,5129305.0,3979917.0,28.879697742440356,14.607037388260958,545223,526027168.0,672988480.0,,,,
CORT,27.56,17.86,34.28,14970416.0,14797589.0,1.1679402637821608,14.598589914868304,740820,2826195200.0,2463219456.0,34.02469,29.634407,,
KPTI,1.19,1.11,5.97,16642024.0,14710175.0,13.132739753266021,14.552948275108216,2110404,136082464.0,210115904.0,,,,
RXRX,6.38,4.54,16.745,30747782.0,23043410.0,33.4341662106433,15.069635067977533,5030356,1438945280.0,1022483200.0,,,,
DMTK,1.22,1.16,6.44,4883771.0,4819774.0,1.3278008470936604,14.500895213945741,258926,41088504.0,10182485.0,,,,
EH,20.3,3.321,25.78,8729145.0,8324180.0,4.864923632117518,14.454021608643458,791829,1225967744.0,1274652800.0,,,,
PLL,32.93,32.51,76.779,2762786.0,2369735.0,16.586284964352554,14.392583833006006,350225,632121024.0,63124447232.0,,,,
WNC,21.63,15.35,30.1,6736833.0,6959508.0,-3.1995796254562823,14.333870219619824,453534,1016596992.0,1340402816.0,5.237288,6.8666663,,
MDGL,140.37,57.21,322.67,2645340.0,1961334.0,34.87452927446319,13.414979233542773,383307,2767997952.0,2394049024.0,,,,
BNGO,2.22,2.13,30.1,5063433.0,4770761.0,6.134702618722673,14.324362630274637,874760,78473448.0,12074537.0,,,,
MNKD,3.99,3.07,5.75,38347864.0,39141200.0,-2.026856611447784,14.289975166030814,2715356,1070736512.0,1301148160.0,,,,
WSM,161.52,109.22,164.02,9146614.0,9173660.0,-0.29482235007619645,14.259278197833034,1150267,10360700928.0,11236633600.0,11.20111,11.116312,,
HIBB,47.12,34.86,75.38,1766402.0,1902727.0,-7.16471674601769,14.251613631962822,330467,584024128.0,963339584.0,5.5435295,5.690821,,
APLS,48.44,19.83,94.75,16773363.0,12306670.0,36.29489536974665,14.246467125882262,5260217,5703180288.0,5188313088.0,,,,
SMTC,21.92,17.82,35.18,9118428.0,7341122.0,24.210277393564635,14.208824702685183,1273614,1406702848.0,2651603968.0,,,,
PTON,4.85,4.305,17.83,50694163.0,38453094.0,31.833768694919584,14.954470812497323,11347545,1731483904.0,3281282560.0,,,,
WOLF,32.53,30.88,113.75,17745812.0,17444775.0,1.7256571093636919,14.167408069744047,2853457,4074642688.0,5429383680.0,,,,
DAWN,11.07,10.51,25.77,12307019.0,12054448.0,2.0952514789561496,14.15026019329959,733214,962799936.0,520536192.0,,,,
RH,238.53,227.0,406.38,2596906.0,2798804.0,-7.213724147886026,14.113466157976543,780353,4388999680.0,7708464640.0,18.084156,16.450344,,
PZZA,65.55,61.79,97.78,4613399.0,2068024.0,123.0824690622546,14.092351444394552,829696,2145903872.0,3123637248.0,31.214289,21.42157,,
YETI,40.89,29.0,51.27,12208682.0,11418446.0,6.920696564138412,14.075599733703791,1417057,3546655232.0,3479835136.0,54.52,14.923357,,
FRPT,56.96,45.13,84.7,6788252.0,7049082.0,-3.700198125089196,14.077960969742218,585884,2746554112.0,2783463936.0,,,,
ARRY,19.44,13.86,26.64,21243861.0,21499115.0,-1.187276778602282,14.062263189250016,4511609,2936800768.0,3861716992.0,39.67347,13.22449,,
BKKT,1.08,1.05,2.87,12833202.0,11931336.0,7.558801461965365,14.049033453098009,1020312,98653464.0,204165488.0,,,,
DBI,11.74,6.14,16.39,8154812.0,8367167.0,-2.5379557979421232,16.1802467470109,1560170,682475520.0,1834170752.0,5.7832513,7.623377,,
HSDT,7.73,5.69,20.95,79349.0,30526.0,159.93906833518966,14.020050603567693,398801,4374932.0,-4140059.0,0.16977817,-0.46848485,,
CELH,163.67,78.25,206.85,10716872.0,10669869.0,0.4405208723743469,13.937709386769878,1248226,12584782848.0,12729189376.0,,,,
VKTX,10.95,3.28,25.72,13894349.0,12912647.0,7.602639489796322,13.890320806965981,1850853,1095317504.0,703809664.0,,,,
UUUU,7.54,4.85,9.03,21934858.0,20959460.0,4.653736308091907,13.860978021269165,2654468,1193197440.0,1098784896.0,14.5,-50.266663,,
FL,20.86,14.84,47.22,13004245.0,11315026.0,14.928989115888907,13.81091279450123,5020578,1964161024.0,4818159616.0,13.119497,10.028847,,
SPT,48.53,37.0,74.07,7693428.0,6261003.0,22.878522818149104,15.881796299889764,616440,2704790272.0,2544427520.0,,,,
GOOS,12.92,12.76,24.73,14197488.0,12696350.0,11.823382310664087,27.218275513021073,810582,1329803904.0,2044536832.0,38.0,10.09375,,
GKOS,65.59,40.45,80.28,6646533.0,6482007.0,2.538195345978491,13.662050664342566,448371,3190927104.0,3271233280.0,,,,
STAA,40.41,37.01,81.81,6617393.0,6655649.0,-0.5747899265721496,13.644137410592599,921107,1959880960.0,1799958528.0,79.2353,37.766354,,
CYTK,34.21,25.98,49.66,13058183.0,11608543.0,12.48769979143808,13.602557344944685,993907,3284091392.0,3468304384.0,,,,
ALT,2.66,2.34,17.17,7149556.0,6034478.0,18.478450000149145,13.570021865225183,1092093,140145824.0,-18905106.0,,,,
INVA,13.31,10.64,13.9,8787273.0,8721827.0,0.7503703065882871,13.498529908752957,573907,866454400.0,1141714688.0,5.0037594,12.556604,,
CNMD,93.38,71.09,138.47,4142081.0,4020945.0,3.0126251416022853,13.474651754403085,345564,2870482432.0,3883736832.0,31.230768,21.174603,,
HLF,13.67,11.14,22.73,13299082.0,12323902.0,7.912915893034528,13.433565966230573,1647065,1353314944.0,3670415616.0,5.9694324,3.9738371,,
XPOF,13.75,13.74,33.58,4482414.0,4039447.0,10.966030746287796,13.398338066058885,707632,687031104.0,916708288.0,,,,
IDEX,2.37,1.72,47.5,1602634.0,726486.0,120.6008099261376,13.361741508395724,467357,28426252.0,72360568.0,,,,
SOUN,1.78,0.93,5.11,32098039.0,26725101.0,20.104462841880373,15.794724436571203,13574585,428454880.0,411511776.0,,,,
ACHR,5.11,1.62,7.49,37809388.0,31320970.0,20.7158909829421,15.970983956948187,9316382,1450703488.0,920711616.0,,,,
PETS,9.7,9.3,22.64,2814182.0,3211373.0,-12.368261176761466,13.293694170331566,415610,205342208.0,137771856.0,,,,
RVLV,14.51,12.25,32.59,9749356.0,9908885.0,-1.6099591427289752,23.84795982515233,1332557,1066171584.0,839725824.0,26.381819,22.323078,,
PACB,7.98,6.12,14.55,33071061.0,33057303.0,0.041618640213933966,13.198964311656383,3905953,1999452800.0,2108650240.0,,,,
KYMR,12.61,12.06,39.85,7290713.0,7162474.0,1.7904288378568636,13.157210583209867,415620,698749056.0,400346112.0,,,,
LITE,41.42,40.27,75.56,8819621.0,9647791.0,-8.584037527346934,13.163652727321573,1441992,2775131648.0,3622813952.0,,,,
PROK,2.77,2.37,14.19,8104734.0,6238308.0,29.918785670729946,13.159129212114914,456581,1811823744.0,1506614912.0,,,,
BOOT,79.36,50.201,104.91,3944612.0,2863481.0,37.75582935594824,13.152301629111957,726900,2380149248.0,2786388992.0,14.833645,12.779388,,
OSTK,15.02,14.82,39.27,5940920.0,5678203.0,4.62676307979831,13.14269786209826,2355651,678952064.0,377735328.0,,,,
HZO,29.45,25.6,42.88,2871966.0,2639333.0,8.814082952018559,13.107715478879989,271290,645264256.0,1497065216.0,4.98308,6.4442015,,
BE,11.43,10.45,26.548,31277502.0,30499609.0,2.5505015490526453,13.971964889614807,3358956,2737873664.0,3545652480.0,,,,
HBI,3.96,3.54,8.8,45704894.0,44112251.0,3.6104323943931127,13.062758249085945,7280014,1385552512.0,5373097984.0,,,,
